COUNTRY,YEAR,MONTH,PRODUCT,VALUE,yearToDate
Argentina,2020,1,Hydro,2983.224065,2983.224065
Argentina,2020,1,Wind,676.706644,676.706644
Argentina,2020,1,Solar,105.912517,105.912517
Argentina,2020,1,Geothermal,0,0
Argentina,2020,1,Other renewables,0,0
Argentina,2020,1,Nuclear,795.340832,795.340832
Argentina,2020,1,Total combustible fuels,7891.81959,7891.81959
Argentina,2020,1,Coal,58.052102,58.052102
Argentina,2020,1,Oil,901.194613,901.194613
Argentina,2020,1,Natural gas,6815.826401,6815.826401
Argentina,2020,1,Combustible renewables,116.746474,116.746474
Argentina,2020,1,Other combustible non-renewables,0,0
Argentina,2020,1,Not specified,0,0
Argentina,2020,1,Net electricity production,12453.003649,12453.003649
Argentina,2020,1,Total imports,0,0
Argentina,2020,1,Total exports,0,0
Argentina,2020,1,Electricity supplied,12453.003649,12453.003649
Argentina,2020,1,Used for pumped storage,0,0
Argentina,2020,1,Distribution losses,0,0
Argentina,2020,1,Final consumption,12666.797183,12666.797183
Argentina,2020,1,Electricity trade,0,0
Argentina,2020,1,Renewables,3882.5897,3882.5897
Argentina,2020,1,Non-renewables,8570.413948,8570.413948
Argentina,2020,1,Others,901.194613,901.194613
Argentina,2020,1,Other renewables aggregated,116.746474,116.746474
Argentina,2020,1,Low carbon,4677.930532,4677.930532
Argentina,2020,1,Fossil fuels,7775.073116,7775.073116
Brazil,2020,1,Hydro,36961.224057,36961.224057
Brazil,2020,1,Wind,2797.063407,2797.063407
Brazil,2020,1,Solar,788.538504,788.538504
Brazil,2020,1,Geothermal,0,0
Brazil,2020,1,Other renewables,0,0
Brazil,2020,1,Nuclear,1089.205867,1089.205867
Brazil,2020,1,Total combustible fuels,12763.177907,12763.177907
Brazil,2020,1,Coal,2684.08636,2684.08636
Brazil,2020,1,Oil,1156.498689,1156.498689
Brazil,2020,1,Natural gas,7260.774221,7260.774221
Brazil,2020,1,Combustible renewables,1484.080305,1484.080305
Brazil,2020,1,Other combustible non-renewables,177.738333,177.738333
Brazil,2020,1,Not specified,0,0
Brazil,2020,1,Net electricity production,54399.209742,54399.209742
Brazil,2020,1,Total imports,0,0
Brazil,2020,1,Total exports,0,0
Brazil,2020,1,Electricity supplied,54399.209742,54399.209742
Brazil,2020,1,Used for pumped storage,0,0
Brazil,2020,1,Distribution losses,0,0
Brazil,2020,1,Final consumption,52218.850773,52218.850773
Brazil,2020,1,Electricity trade,0,0
Brazil,2020,1,Renewables,42030.906273,42030.906273
Brazil,2020,1,Non-renewables,12368.30347,12368.30347
Brazil,2020,1,Others,1334.237022,1334.237022
Brazil,2020,1,Other renewables aggregated,1484.080305,1484.080305
Brazil,2020,1,Low carbon,43120.11214,43120.11214
Brazil,2020,1,Fossil fuels,11279.097603,11279.097603
Canada,2020,1,Hydro,38811.235762,38811.235762
Canada,2020,1,Wind,2799.93741,2799.93741
Canada,2020,1,Solar,109.091585,109.091585
Canada,2020,1,Geothermal,0,0
Canada,2020,1,Other renewables,0,0
Canada,2020,1,Nuclear,8896.854326,8896.854326
Canada,2020,1,Total combustible fuels,11737.291511,11737.291511
Canada,2020,1,Coal,3587.358515,3587.358515
Canada,2020,1,Oil,437.274555,437.274555
Canada,2020,1,Natural gas,6770.379556,6770.379556
Canada,2020,1,Combustible renewables,929.939077,929.939077
Canada,2020,1,Other combustible non-renewables,12.339808,12.339808
Canada,2020,1,Not specified,25.75,25.75
Canada,2020,1,Net electricity production,62380.160594,62380.160594
Canada,2020,1,Total imports,1068.949443,1068.949443
Canada,2020,1,Total exports,5067.450834,5067.450834
Canada,2020,1,Electricity supplied,58381.659203,58381.659203
Canada,2020,1,Used for pumped storage,21.292042,21.292042
Canada,2020,1,Distribution losses,3336.570696,3336.570696
Canada,2020,1,Final consumption,55023.796465,55023.796465
Canada,2020,1,Electricity trade,3998.501391,3998.501391
Canada,2020,1,Renewables,42650.203834,42650.203834
Canada,2020,1,Non-renewables,19729.95676,19729.95676
Canada,2020,1,Others,475.364363,475.364363
Canada,2020,1,Other renewables aggregated,929.939077,929.939077
Canada,2020,1,Low carbon,51572.80816,51572.80816
Canada,2020,1,Fossil fuels,10833.102434,10833.102434
Chile,2020,1,Hydro,2083.852172,2083.852172
Chile,2020,1,Wind,410.34758,410.34758
Chile,2020,1,Solar,704.014996,704.014996
Chile,2020,1,Geothermal,16.294405,16.294405
Chile,2020,1,Other renewables,0,0
Chile,2020,1,Nuclear,0,0
Chile,2020,1,Total combustible fuels,4045.819833,4045.819833
Chile,2020,1,Coal,2109.649685,2109.649685
Chile,2020,1,Oil,99.682968,99.682968
Chile,2020,1,Natural gas,1419.07154,1419.07154
Chile,2020,1,Combustible renewables,417.415641,417.415641
Chile,2020,1,Other combustible non-renewables,0,0
Chile,2020,1,Not specified,0,0
Chile,2020,1,Net electricity production,7260.328987,7260.328987
Chile,2020,1,Total imports,0,0
Chile,2020,1,Total exports,0,0
Chile,2020,1,Electricity supplied,7260.328987,7260.328987
Chile,2020,1,Used for pumped storage,0,0
Chile,2020,1,Distribution losses,291.699743,291.699743
Chile,2020,1,Final consumption,6968.629244,6968.629244
Chile,2020,1,Electricity trade,0,0
Chile,2020,1,Renewables,3631.924794,3631.924794
Chile,2020,1,Non-renewables,3628.404193,3628.404193
Chile,2020,1,Others,99.682968,99.682968
Chile,2020,1,Other renewables aggregated,433.710046,433.710046
Chile,2020,1,Low carbon,3631.924794,3631.924794
Chile,2020,1,Fossil fuels,3628.404193,3628.404193
Colombia,2020,1,Hydro,3910.444429,3910.444429
Colombia,2020,1,Wind,0.511329,0.511329
Colombia,2020,1,Solar,15.913246,15.913246
Colombia,2020,1,Geothermal,0,0
Colombia,2020,1,Other renewables,0,0
Colombia,2020,1,Nuclear,0,0
Colombia,2020,1,Total combustible fuels,2690.329384,2690.329384
Colombia,2020,1,Coal,967.495729,967.495729
Colombia,2020,1,Oil,211.580079,211.580079
Colombia,2020,1,Natural gas,1337.48266,1337.48266
Colombia,2020,1,Combustible renewables,173.770915,173.770915
Colombia,2020,1,Other combustible non-renewables,0,0
Colombia,2020,1,Not specified,0,0
Colombia,2020,1,Net electricity production,6617.198388,6617.198388
Colombia,2020,1,Total imports,127.212368,127.212368
Colombia,2020,1,Total exports,20.899583,20.899583
Colombia,2020,1,Electricity supplied,6723.511173,6723.511173
Colombia,2020,1,Used for pumped storage,0,0
Colombia,2020,1,Distribution losses,481.374195,481.374195
Colombia,2020,1,Final consumption,6242.136977,6242.136977
Colombia,2020,1,Electricity trade,-106.312785,-106.312785
Colombia,2020,1,Renewables,4100.639919,4100.639919
Colombia,2020,1,Non-renewables,2516.558468,2516.558468
Colombia,2020,1,Others,211.580079,211.580079
Colombia,2020,1,Other renewables aggregated,173.770915,173.770915
Colombia,2020,1,Low carbon,4100.639919,4100.639919
Colombia,2020,1,Fossil fuels,2516.558468,2516.558468
Mexico,2020,1,Hydro,1180.36155,1180.36155
Mexico,2020,1,Wind,1921.274263,1921.274263
Mexico,2020,1,Solar,520.792214,520.792214
Mexico,2020,1,Geothermal,476.072891,476.072891
Mexico,2020,1,Other renewables,0,0
Mexico,2020,1,Nuclear,1088.588687,1088.588687
Mexico,2020,1,Total combustible fuels,19015.842491,19015.842491
Mexico,2020,1,Coal,1719.120425,1719.120425
Mexico,2020,1,Oil,3461.443677,3461.443677
Mexico,2020,1,Natural gas,13508.825998,13508.825998
Mexico,2020,1,Combustible renewables,314.056285,314.056285
Mexico,2020,1,Other combustible non-renewables,12.396106,12.396106
Mexico,2020,1,Not specified,0,0
Mexico,2020,1,Net electricity production,24202.932096,24202.932096
Mexico,2020,1,Total imports,476.956096,476.956096
Mexico,2020,1,Total exports,416.540428,416.540428
Mexico,2020,1,Electricity supplied,24263.347764,24263.347764
Mexico,2020,1,Used for pumped storage,0,0
Mexico,2020,1,Distribution losses,2820.203062,2820.203062
Mexico,2020,1,Final consumption,21443.144703,21443.144703
Mexico,2020,1,Electricity trade,-60.415668,-60.415668
Mexico,2020,1,Renewables,4412.557203,4412.557203
Mexico,2020,1,Non-renewables,19790.374893,19790.374893
Mexico,2020,1,Others,3473.839783,3473.839783
Mexico,2020,1,Other renewables aggregated,790.129176,790.129176
Mexico,2020,1,Low carbon,5501.14589,5501.14589
Mexico,2020,1,Fossil fuels,18701.786206,18701.786206
United States,2020,1,Hydro,25981.231337,25981.231337
United States,2020,1,Wind,28310.386756,28310.386756
United States,2020,1,Solar,6018.752676,6018.752676
United States,2020,1,Geothermal,1199.290275,1199.290275
United States,2020,1,Other renewables,0,0
United States,2020,1,Nuclear,74197.071799,74197.071799
United States,2020,1,Total combustible fuels,208635.347806,208635.347806
United States,2020,1,Coal,68617.521218,68617.521218
United States,2020,1,Oil,3223.409704,3223.409704
United States,2020,1,Natural gas,130862.653576,130862.653576
United States,2020,1,Combustible renewables,5085.410874,5085.410874
United States,2020,1,Other combustible non-renewables,846.352433,846.352433
United States,2020,1,Not specified,354.74626,354.74626
United States,2020,1,Net electricity production,344696.826907,344696.826907
United States,2020,1,Total imports,4915.694694,4915.694694
United States,2020,1,Total exports,929.188505,929.188505
United States,2020,1,Electricity supplied,348683.333096,348683.333096
United States,2020,1,Used for pumped storage,1932.589724,1932.589724
United States,2020,1,Distribution losses,16205.052744,16205.052744
United States,2020,1,Final consumption,330545.690627,330545.690627
United States,2020,1,Electricity trade,-3986.506189,-3986.506189
United States,2020,1,Renewables,66595.071918,66595.071918
United States,2020,1,Non-renewables,278101.75499,278101.75499
United States,2020,1,Others,4424.508397,4424.508397
United States,2020,1,Other renewables aggregated,6284.701149,6284.701149
United States,2020,1,Low carbon,141146.889977,141146.889977
United States,2020,1,Fossil fuels,203904.683191,203904.683191
Argentina,2020,2,Hydro,2435.304104,5418.528169
Argentina,2020,2,Wind,643.775712,1320.482356
Argentina,2020,2,Solar,83.617872,189.530389
Argentina,2020,2,Geothermal,0,0
Argentina,2020,2,Other renewables,0,0
Argentina,2020,2,Nuclear,809.153697,1604.494529
Argentina,2020,2,Total combustible fuels,7266.946086,15158.765676
Argentina,2020,2,Coal,113.828401,171.880503
Argentina,2020,2,Oil,369.334698,1270.529311
Argentina,2020,2,Natural gas,6682.712725,13498.539126
Argentina,2020,2,Combustible renewables,101.070261,217.816735
Argentina,2020,2,Other combustible non-renewables,0,0
Argentina,2020,2,Not specified,0,0
Argentina,2020,2,Net electricity production,11238.797471,23691.80112
Argentina,2020,2,Total imports,0,0
Argentina,2020,2,Total exports,0,0
Argentina,2020,2,Electricity supplied,11238.797471,23691.80112
Argentina,2020,2,Used for pumped storage,0,0
Argentina,2020,2,Distribution losses,0,0
Argentina,2020,2,Final consumption,11419.629371,24086.426554
Argentina,2020,2,Electricity trade,0,0
Argentina,2020,2,Renewables,3263.767949,7146.357649
Argentina,2020,2,Non-renewables,7975.029521,16545.443469
Argentina,2020,2,Others,369.334698,1270.529311
Argentina,2020,2,Other renewables aggregated,101.070261,217.816735
Argentina,2020,2,Low carbon,4072.921646,8750.852178
Argentina,2020,2,Fossil fuels,7165.875824,14940.94894
Brazil,2020,2,Hydro,37245.612236,74206.836293
Brazil,2020,2,Wind,2787.257755,5584.321162
Brazil,2020,2,Solar,772.243397,1560.781901
Brazil,2020,2,Geothermal,0,0
Brazil,2020,2,Other renewables,0,0
Brazil,2020,2,Nuclear,888.514934,1977.720801
Brazil,2020,2,Total combustible fuels,8109.11937,20872.297277
Brazil,2020,2,Coal,1496.911031,4180.997391
Brazil,2020,2,Oil,861.902921,2018.40161
Brazil,2020,2,Natural gas,4280.733966,11541.508187
Brazil,2020,2,Combustible renewables,1291.833119,2775.913424
Brazil,2020,2,Other combustible non-renewables,177.738333,355.476666
Brazil,2020,2,Not specified,0,0
Brazil,2020,2,Net electricity production,49802.747693,104201.957435
Brazil,2020,2,Total imports,0,0
Brazil,2020,2,Total exports,0,0
Brazil,2020,2,Electricity supplied,49802.747693,104201.957435
Brazil,2020,2,Used for pumped storage,0,0
Brazil,2020,2,Distribution losses,0,0
Brazil,2020,2,Final consumption,48474.214045,100693.064818
Brazil,2020,2,Electricity trade,0,0
Brazil,2020,2,Renewables,42096.946507,84127.85278
Brazil,2020,2,Non-renewables,7705.801185,20074.104655
Brazil,2020,2,Others,1039.641254,2373.878276
Brazil,2020,2,Other renewables aggregated,1291.833119,2775.913424
Brazil,2020,2,Low carbon,42985.461441,86105.573581
Brazil,2020,2,Fossil fuels,6817.286251,18096.383854
Canada,2020,2,Hydro,36190.609503,75001.845265
Canada,2020,2,Wind,3456.607555,6256.544965
Canada,2020,2,Solar,190.724039,299.815624
Canada,2020,2,Geothermal,0,0
Canada,2020,2,Other renewables,0,0
Canada,2020,2,Nuclear,7437.394361,16334.248687
Canada,2020,2,Total combustible fuels,10749.979118,22487.270629
Canada,2020,2,Coal,3285.598648,6872.957163
Canada,2020,2,Oil,400.492084,837.766639
Canada,2020,2,Natural gas,6200.871707,12971.251263
Canada,2020,2,Combustible renewables,851.714865,1781.653942
Canada,2020,2,Other combustible non-renewables,11.301814,23.641622
Canada,2020,2,Not specified,25.75,51.5
Canada,2020,2,Net electricity production,58051.064576,120431.22517
Canada,2020,2,Total imports,1121.00391,2189.953353
Canada,2020,2,Total exports,4949.454677,10016.905511
Canada,2020,2,Electricity supplied,54222.613809,112604.273012
Canada,2020,2,Used for pumped storage,19.854353,41.146395
Canada,2020,2,Distribution losses,3098.960375,6435.531071
Canada,2020,2,Final consumption,51103.79908,106127.595545
Canada,2020,2,Electricity trade,3828.450767,7826.952158
Canada,2020,2,Renewables,40689.655962,83339.859796
Canada,2020,2,Non-renewables,17361.408614,37091.365374
Canada,2020,2,Others,437.543898,912.908261
Canada,2020,2,Other renewables aggregated,851.714865,1781.653942
Canada,2020,2,Low carbon,48152.800323,99725.608483
Canada,2020,2,Fossil fuels,9924.014253,20757.116687
Chile,2020,2,Hydro,1663.778855,3747.631027
Chile,2020,2,Wind,394.85777,805.20535
Chile,2020,2,Solar,657.488805,1361.503801
Chile,2020,2,Geothermal,17.274318,33.568723
Chile,2020,2,Other renewables,0,0
Chile,2020,2,Nuclear,0,0
Chile,2020,2,Total combustible fuels,4091.579681,8137.399514
Chile,2020,2,Coal,2102.986372,4212.636057
Chile,2020,2,Oil,140.939681,240.622649
Chile,2020,2,Natural gas,1391.374492,2810.446032
Chile,2020,2,Combustible renewables,456.279135,873.694776
Chile,2020,2,Other combustible non-renewables,0,0
Chile,2020,2,Not specified,0,0
Chile,2020,2,Net electricity production,6824.979428,14085.308415
Chile,2020,2,Total imports,0,0
Chile,2020,2,Total exports,0,0
Chile,2020,2,Electricity supplied,6824.979428,14085.308415
Chile,2020,2,Used for pumped storage,0,0
Chile,2020,2,Distribution losses,273.185425,564.885168
Chile,2020,2,Final consumption,6551.794003,13520.423247
Chile,2020,2,Electricity trade,0,0
Chile,2020,2,Renewables,3189.678883,6821.603677
Chile,2020,2,Non-renewables,3635.300545,7263.704738
Chile,2020,2,Others,140.939681,240.622649
Chile,2020,2,Other renewables aggregated,473.553453,907.263499
Chile,2020,2,Low carbon,3189.678883,6821.603677
Chile,2020,2,Fossil fuels,3635.300545,7263.704738
Colombia,2020,2,Hydro,3452.559746,7363.004175
Colombia,2020,2,Wind,0,0.511329
Colombia,2020,2,Solar,15.660653,31.573899
Colombia,2020,2,Geothermal,0,0
Colombia,2020,2,Other renewables,0,0
Colombia,2020,2,Nuclear,0,0
Colombia,2020,2,Total combustible fuels,3040.584742,5730.914126
Colombia,2020,2,Coal,1054.982432,2022.478161
Colombia,2020,2,Oil,214.686106,426.266185
Colombia,2020,2,Natural gas,1597.145364,2934.628024
Colombia,2020,2,Combustible renewables,173.77084,347.541755
Colombia,2020,2,Other combustible non-renewables,0,0
Colombia,2020,2,Not specified,0,0
Colombia,2020,2,Net electricity production,6508.805141,13126.003529
Colombia,2020,2,Total imports,108.120077,235.332445
Colombia,2020,2,Total exports,20.899583,41.799166
Colombia,2020,2,Electricity supplied,6596.025635,13319.536808
Colombia,2020,2,Used for pumped storage,0,0
Colombia,2020,2,Distribution losses,471.056832,952.431027
Colombia,2020,2,Final consumption,6124.968803,12367.10578
Colombia,2020,2,Electricity trade,-87.220494,-193.533279
Colombia,2020,2,Renewables,3641.991239,7742.631158
Colombia,2020,2,Non-renewables,2866.813902,5383.37237
Colombia,2020,2,Others,214.686106,426.266185
Colombia,2020,2,Other renewables aggregated,173.77084,347.541755
Colombia,2020,2,Low carbon,3641.991239,7742.631158
Colombia,2020,2,Fossil fuels,2866.813902,5383.37237
Mexico,2020,2,Hydro,1081.964888,2262.326438
Mexico,2020,2,Wind,1795.551254,3716.825517
Mexico,2020,2,Solar,584.525536,1105.31775
Mexico,2020,2,Geothermal,429.636779,905.70967
Mexico,2020,2,Other renewables,0,0
Mexico,2020,2,Nuclear,1082.435613,2171.0243
Mexico,2020,2,Total combustible fuels,18236.514126,37252.356617
Mexico,2020,2,Coal,1761.709307,3480.829732
Mexico,2020,2,Oil,3299.342794,6760.786471
Mexico,2020,2,Natural gas,12876.201917,26385.027915
Mexico,2020,2,Combustible renewables,287.444516,601.500801
Mexico,2020,2,Other combustible non-renewables,11.815591,24.211697
Mexico,2020,2,Not specified,0,0
Mexico,2020,2,Net electricity production,23210.628196,47413.560292
Mexico,2020,2,Total imports,504.005131,980.961227
Mexico,2020,2,Total exports,475.491882,892.03231
Mexico,2020,2,Electricity supplied,23239.141445,47502.489209
Mexico,2020,2,Used for pumped storage,0,0
Mexico,2020,2,Distribution losses,2701.707559,5521.910621
Mexico,2020,2,Final consumption,20537.433886,41980.578589
Mexico,2020,2,Electricity trade,-28.513249,-88.928917
Mexico,2020,2,Renewables,4179.122973,8591.680176
Mexico,2020,2,Non-renewables,19031.505222,38821.880115
Mexico,2020,2,Others,3311.158385,6784.998168
Mexico,2020,2,Other renewables aggregated,717.081295,1507.210471
Mexico,2020,2,Low carbon,5261.558586,10762.704476
Mexico,2020,2,Fossil fuels,17949.069609,36650.855815
United States,2020,2,Hydro,26693.758353,52674.98969
United States,2020,2,Wind,29147.446419,57457.833175
United States,2020,2,Solar,7454.177049,13472.929725
United States,2020,2,Geothermal,1104.361535,2303.65181
United States,2020,2,Other renewables,0,0
United States,2020,2,Nuclear,65944.150648,140141.222447
United States,2020,2,Total combustible fuels,191541.992985,400177.340791
United States,2020,2,Coal,59315.318264,127932.839482
United States,2020,2,Oil,2724.590465,5948.000169
United States,2020,2,Natural gas,124003.098206,254865.751782
United States,2020,2,Combustible renewables,4734.258067,9819.668941
United States,2020,2,Other combustible non-renewables,764.727984,1611.080417
United States,2020,2,Not specified,304.975835,659.722095
United States,2020,2,Net electricity production,322190.862825,666887.689732
United States,2020,2,Total imports,4451.093511,9366.788205
United States,2020,2,Total exports,1009.944673,1939.133178
United States,2020,2,Electricity supplied,325632.011663,674315.344759
United States,2020,2,Used for pumped storage,1688.529291,3621.119015
United States,2020,2,Distribution losses,14860.69787,31065.750614
United States,2020,2,Final consumption,309082.784501,639628.475128
United States,2020,2,Electricity trade,-3441.148838,-7427.655027
United States,2020,2,Renewables,69134.001423,135729.073341
United States,2020,2,Non-renewables,253056.861402,531158.616392
United States,2020,2,Others,3794.294284,8218.802681
United States,2020,2,Other renewables aggregated,5838.619602,12123.320751
United States,2020,2,Low carbon,135383.127906,276530.017883
United States,2020,2,Fossil fuels,187112.710754,391017.393945
Argentina,2020,3,Hydro,2311.218734,7729.746903
Argentina,2020,3,Wind,658.117344,1978.5997
Argentina,2020,3,Solar,97.602502,287.132891
Argentina,2020,3,Geothermal,0,0
Argentina,2020,3,Other renewables,0,0
Argentina,2020,3,Nuclear,932.570921,2537.06545
Argentina,2020,3,Total combustible fuels,7937.918978,23096.684654
Argentina,2020,3,Coal,188.079379,359.959882
Argentina,2020,3,Oil,283.213937,1553.743248
Argentina,2020,3,Natural gas,7349.063805,20847.602931
Argentina,2020,3,Combustible renewables,117.561857,335.378592
Argentina,2020,3,Other combustible non-renewables,0,0
Argentina,2020,3,Not specified,0,0
Argentina,2020,3,Net electricity production,11937.428479,35629.229599
Argentina,2020,3,Total imports,0,0
Argentina,2020,3,Total exports,0,0
Argentina,2020,3,Electricity supplied,11937.428479,35629.229599
Argentina,2020,3,Used for pumped storage,0,0
Argentina,2020,3,Distribution losses,0,0
Argentina,2020,3,Final consumption,11927.329218,36013.755772
Argentina,2020,3,Electricity trade,0,0
Argentina,2020,3,Renewables,3184.500437,10330.858086
Argentina,2020,3,Non-renewables,8752.928042,25298.371511
Argentina,2020,3,Others,283.213937,1553.743248
Argentina,2020,3,Other renewables aggregated,117.561857,335.378592
Argentina,2020,3,Low carbon,4117.071358,12867.923536
Argentina,2020,3,Fossil fuels,7820.357121,22761.306061
Brazil,2020,3,Hydro,39392.11701,113598.953303
Brazil,2020,3,Wind,2249.830341,7834.151503
Brazil,2020,3,Solar,836.015349,2396.79725
Brazil,2020,3,Geothermal,0,0
Brazil,2020,3,Other renewables,0,0
Brazil,2020,3,Nuclear,1200.17037,3177.891171
Brazil,2020,3,Total combustible fuels,7371.556271,28243.853548
Brazil,2020,3,Coal,956.481125,5137.478516
Brazil,2020,3,Oil,875.452494,2893.854104
Brazil,2020,3,Natural gas,3349.478542,14890.986729
Brazil,2020,3,Combustible renewables,2012.405776,4788.3192
Brazil,2020,3,Other combustible non-renewables,177.738333,533.214999
Brazil,2020,3,Not specified,0,0
Brazil,2020,3,Net electricity production,51049.689341,155251.646776
Brazil,2020,3,Total imports,0,0
Brazil,2020,3,Total exports,0,0
Brazil,2020,3,Electricity supplied,51049.689341,155251.646776
Brazil,2020,3,Used for pumped storage,0,0
Brazil,2020,3,Distribution losses,0,0
Brazil,2020,3,Final consumption,49881.11624,150574.181058
Brazil,2020,3,Electricity trade,0,0
Brazil,2020,3,Renewables,44490.368476,128618.221256
Brazil,2020,3,Non-renewables,6559.320864,26633.425519
Brazil,2020,3,Others,1053.190827,3427.069103
Brazil,2020,3,Other renewables aggregated,2012.405776,4788.3192
Brazil,2020,3,Low carbon,45690.538846,131796.112427
Brazil,2020,3,Fossil fuels,5359.150494,23455.534348
Canada,2020,3,Hydro,35319.474838,110321.320103
Canada,2020,3,Wind,3303.007133,9559.552098
Canada,2020,3,Solar,337.405885,637.221509
Canada,2020,3,Geothermal,0,0
Canada,2020,3,Other renewables,0,0
Canada,2020,3,Nuclear,7937.461172,24271.709859
Canada,2020,3,Total combustible fuels,10537.405595,33024.676224
Canada,2020,3,Coal,3220.628171,10093.585334
Canada,2020,3,Oil,392.572626,1230.339265
Canada,2020,3,Natural gas,6078.253688,19049.504951
Canada,2020,3,Combustible renewables,834.872783,2616.526725
Canada,2020,3,Other combustible non-renewables,11.078328,34.71995
Canada,2020,3,Not specified,25.75,77.25
Canada,2020,3,Net electricity production,57460.504624,177891.729794
Canada,2020,3,Total imports,1096.081587,3286.03494
Canada,2020,3,Total exports,5344.777262,15361.682773
Canada,2020,3,Electricity supplied,53211.808949,165816.081961
Canada,2020,3,Used for pumped storage,19.376444,60.522839
Canada,2020,3,Distribution losses,3041.315753,9476.846824
Canada,2020,3,Final consumption,50151.116751,156278.712296
Canada,2020,3,Electricity trade,4248.695675,12075.647833
Canada,2020,3,Renewables,39794.760639,123134.620435
Canada,2020,3,Non-renewables,17665.743985,54757.109359
Canada,2020,3,Others,429.400954,1342.309215
Canada,2020,3,Other renewables aggregated,834.872783,2616.526725
Canada,2020,3,Low carbon,47757.971811,147483.580294
Canada,2020,3,Fossil fuels,9728.282813,30485.3995
Chile,2020,3,Hydro,1331.816348,5079.447375
Chile,2020,3,Wind,347.743883,1152.949233
Chile,2020,3,Solar,634.476641,1995.980442
Chile,2020,3,Geothermal,21.076233,54.644956
Chile,2020,3,Other renewables,0,0
Chile,2020,3,Nuclear,0,0
Chile,2020,3,Total combustible fuels,4675.716895,12813.116409
Chile,2020,3,Coal,2343.347049,6555.983106
Chile,2020,3,Oil,213.532717,454.155366
Chile,2020,3,Natural gas,1621.869289,4432.315321
Chile,2020,3,Combustible renewables,496.96784,1370.662616
Chile,2020,3,Other combustible non-renewables,0,0
Chile,2020,3,Not specified,0,0
Chile,2020,3,Net electricity production,7010.83,21096.138415
Chile,2020,3,Total imports,0,0
Chile,2020,3,Total exports,0,0
Chile,2020,3,Electricity supplied,7010.83,21096.138415
Chile,2020,3,Used for pumped storage,0,0
Chile,2020,3,Distribution losses,281.180476,846.065644
Chile,2020,3,Final consumption,6729.649524,20250.072771
Chile,2020,3,Electricity trade,0,0
Chile,2020,3,Renewables,2832.080945,9653.684622
Chile,2020,3,Non-renewables,4178.749055,11442.453793
Chile,2020,3,Others,213.532717,454.155366
Chile,2020,3,Other renewables aggregated,518.044073,1425.307572
Chile,2020,3,Low carbon,2832.080945,9653.684622
Chile,2020,3,Fossil fuels,4178.749055,11442.453793
Colombia,2020,3,Hydro,3679.03657,11042.040745
Colombia,2020,3,Wind,0,0.511329
Colombia,2020,3,Solar,16.295762,47.869661
Colombia,2020,3,Geothermal,0,0
Colombia,2020,3,Other renewables,0,0
Colombia,2020,3,Nuclear,0,0
Colombia,2020,3,Total combustible fuels,2872.613452,8603.527578
Colombia,2020,3,Coal,1020.553603,3043.031764
Colombia,2020,3,Oil,210.864285,637.13047
Colombia,2020,3,Natural gas,1467.425244,4402.053268
Colombia,2020,3,Combustible renewables,173.770321,521.312076
Colombia,2020,3,Other combustible non-renewables,0,0
Colombia,2020,3,Not specified,0,0
Colombia,2020,3,Net electricity production,6567.945785,19693.949314
Colombia,2020,3,Total imports,59.548419,294.880864
Colombia,2020,3,Total exports,20.899583,62.698749
Colombia,2020,3,Electricity supplied,6606.594621,19926.131429
Colombia,2020,3,Used for pumped storage,0,0
Colombia,2020,3,Distribution losses,471.445962,1423.876989
Colombia,2020,3,Final consumption,6135.148659,18502.254439
Colombia,2020,3,Electricity trade,-38.648836,-232.182115
Colombia,2020,3,Renewables,3869.102653,11611.733811
Colombia,2020,3,Non-renewables,2698.843132,8082.215502
Colombia,2020,3,Others,210.864285,637.13047
Colombia,2020,3,Other renewables aggregated,173.770321,521.312076
Colombia,2020,3,Low carbon,3869.102653,11611.733811
Colombia,2020,3,Fossil fuels,2698.843132,8082.215502
Mexico,2020,3,Hydro,1665.119477,3927.445915
Mexico,2020,3,Wind,1735.795022,5452.620539
Mexico,2020,3,Solar,736.121353,1841.439103
Mexico,2020,3,Geothermal,455.470324,1361.179994
Mexico,2020,3,Other renewables,0,0
Mexico,2020,3,Nuclear,1142.212938,3313.237238
Mexico,2020,3,Total combustible fuels,20199.1578,57451.514417
Mexico,2020,3,Coal,1830.6891,5311.518832
Mexico,2020,3,Oil,3684.012195,10444.798666
Mexico,2020,3,Natural gas,14377.434492,40762.462407
Mexico,2020,3,Combustible renewables,293.828845,895.329646
Mexico,2020,3,Other combustible non-renewables,13.193168,37.404865
Mexico,2020,3,Not specified,0,0
Mexico,2020,3,Net electricity production,25933.876914,73347.437206
Mexico,2020,3,Total imports,683.981598,1664.942825
Mexico,2020,3,Total exports,476.014806,1368.047116
Mexico,2020,3,Electricity supplied,26141.843706,73644.332915
Mexico,2020,3,Used for pumped storage,0,0
Mexico,2020,3,Distribution losses,3024.510116,8546.420737
Mexico,2020,3,Final consumption,23117.33359,65097.912179
Mexico,2020,3,Electricity trade,-207.966792,-296.895709
Mexico,2020,3,Renewables,4886.335021,13478.015197
Mexico,2020,3,Non-renewables,21047.541893,59869.422008
Mexico,2020,3,Others,3697.205363,10482.203531
Mexico,2020,3,Other renewables aggregated,749.299169,2256.50964
Mexico,2020,3,Low carbon,6028.547959,16791.252435
Mexico,2020,3,Fossil fuels,19905.328955,56556.18477
United States,2020,3,Hydro,23769.715584,76444.705274
United States,2020,3,Wind,29392.70144,86850.534615
